  ELAPSED TIME: 2:22:19.482798 Simulations Completed

WRITTEN: 2017-07-09:

  RANDOM SEED = 0x77b025e3 = 2,008,032,739
alpha(0.05) method(fdr_bh)
SETTINGS AND GO-DAG VERSION:
    Multitest Params: alpha(0.05) method(fdr_bh)
    GO-DAG version:   go-basic.obo: fmt(1.2) rel(2017-06-30) 48,928 GO Terms

ASSOCIATION INFORMATION:
    GOC Validation Date: 05/19/2017 $
    Submission Date: 5/19/2017
    gaf-version: 2.0
    Project_name: Mouse Genome Informatics (MGI)
    URL: http://www.informatics.jax.org/
    Contact Email: mgi-help@jax.org
    Funding: NHGRI of US National Institutes of Health
    software version: $Revision$
    date: 05/18/2017 $

17,256 GENES  IN ASSOCIATION
17,244 GO IDs IN ASSOCIATION
17,256 GENES  IN POPULATION
22,025 population genes (user)
17,256 population genes in assc.
   78% population genes coverage in assc.
   124 study genes (user)
   124 study genes in assc.
14,914 population genes - study buffer

TITLE: Rand Assc: NTN Only BG
SIMULATION PARAMETERS:
    randomize_truenull_assc rand_pruned_ntn3
    perc_nulls      [100, 75, 50, 25, 0]
    num_genes_list  [4, 16, 64, 124]
    num_experiments 20
    num_sims        20


Summary of mean values and standard errors  for 20 sets of experiments

nul% #tests          fdr_actual         sensitivity         specificity        pos_pred_val        neg_pred_val
---- ------ ------------------- ------------------- ------------------- ------------------- -------------------
100%     4 0.0050 +/-0.000000 0.0000 +/-0.000000 0.9975 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 
100%    16 0.0125 +/-0.000000 0.0000 +/-0.000000 0.9983 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 
100%    64 0.0025 +/-0.000000 0.0000 +/-0.000000 0.9999 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 
100%   124 0.0025 +/-0.000000 0.0000 +/-0.000000 0.9999 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 
 75%     4 0.0000 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 0.7500 +/-0.000000 
 75%    16 0.0079 +/-0.000000 0.3081 +/-0.000000 0.9975 +/-0.000000 0.4546 +/-0.000000 0.8200 +/-0.000000 
 75%    64 0.0061 +/-0.000000 0.7994 +/-0.000000 0.9980 +/-0.000000 0.9939 +/-0.000000 0.9387 +/-0.000000 
 75%   124 0.0071 +/-0.000000 0.9032 +/-0.000000 0.9977 +/-0.000000 0.9929 +/-0.000000 0.9691 +/-0.000000 
 50%     4 0.0008 +/-0.000000 0.2250 +/-0.000000 0.9988 +/-0.000000 0.2242 +/-0.000000 0.6125 +/-0.000000 
 50%    16 0.0024 +/-0.000000 0.7028 +/-0.000000 0.9978 +/-0.000000 0.9726 +/-0.000000 0.7908 +/-0.000000 
 50%    64 0.0034 +/-0.000000 0.9149 +/-0.000000 0.9967 +/-0.000000 0.9966 +/-0.000000 0.9233 +/-0.000000 
 50%   124 0.0042 +/-0.000000 0.9537 +/-0.000000 0.9958 +/-0.000000 0.9958 +/-0.000000 0.9562 +/-0.000000 
 25%     4 0.0008 +/-0.000000 0.3642 +/-0.000000 0.9975 +/-0.000000 0.5117 +/-0.000000 0.4106 +/-0.000000 
 25%    16 0.0010 +/-0.000000 0.8352 +/-0.000000 0.9969 +/-0.000000 0.9990 +/-0.000000 0.7095 +/-0.000000 
 25%    64 0.0013 +/-0.000000 0.9469 +/-0.000000 0.9961 +/-0.000000 0.9987 +/-0.000000 0.8673 +/-0.000000 
 25%   124 0.0012 +/-0.000000 0.9731 +/-0.000000 0.9964 +/-0.000000 0.9988 +/-0.000000 0.9273 +/-0.000000 
  0%     4 0.0000 +/-0.000000 0.5219 +/-0.000000 0.0000 +/-0.000000 0.8075 +/-0.000000 0.0000 +/-0.000000 
  0%    16 0.0000 +/-0.000000 0.8816 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 
  0%    64 0.0000 +/-0.000000 0.9619 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 
  0%   124 0.0000 +/-0.000000 0.9853 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 


fdr_actual statistics:
Nul(% max) #pval #tests | # exps        | range                | 25th percentile |   median | 75th percentile |     mean | stddev
------------------------|---------------|----------------------|-----------------|----------|-----------------|----------|-------
100% 0.050     4 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0000 |   0.0050 | 0.0154
100% 0.050    16 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0125 |   0.0125 | 0.0222
100% 0.050    64 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0000 |   0.0025 | 0.0112
100% 0.050   124 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0000 |   0.0025 | 0.0112
 75% 0.038     4 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
 75% 0.038    16 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0025 |   0.0079 | 0.0158
 75% 0.038    64 |            20 | 0.0000 to 0.0202     |          0.0031 |   0.0033 |          0.0093 |   0.0061 | 0.0060
 75% 0.038   124 |            20 | 0.0000 to 0.0146     |          0.0033 |   0.0073 |          0.0099 |   0.0071 | 0.0041
 50% 0.025     4 |            20 | 0.0000 to 0.0167     |          0.0000 |   0.0000 |          0.0000 |   0.0008 | 0.0037
 50% 0.025    16 |            20 | 0.0000 to 0.0167     |          0.0000 |   0.0000 |          0.0014 |   0.0024 | 0.0048
 50% 0.025    64 |            20 | 0.0016 to 0.0066     |          0.0017 |   0.0033 |          0.0047 |   0.0034 | 0.0014
 50% 0.025   124 |            20 | 0.0000 to 0.0093     |          0.0022 |   0.0041 |          0.0061 |   0.0042 | 0.0026
 25% 0.013     4 |            20 | 0.0000 to 0.0167     |          0.0000 |   0.0000 |          0.0000 |   0.0008 | 0.0037
 25% 0.013    16 |            20 | 0.0000 to 0.0115     |          0.0000 |   0.0000 |          0.0000 |   0.0010 | 0.0032
 25% 0.013    64 |            20 | 0.0000 to 0.0033     |          0.0008 |   0.0011 |          0.0021 |   0.0013 | 0.0011
 25% 0.013   124 |            20 | 0.0000 to 0.0032     |          0.0005 |   0.0011 |          0.0021 |   0.0012 | 0.0009
  0% 0.000     4 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
  0% 0.000    16 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
  0% 0.000    64 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
  0% 0.000   124 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000

sensitivity statistics:
Nul(% max) #pval #tests | # exps        | range                | 25th percentile |   median | 75th percentile |     mean | stddev
------------------------|---------------|----------------------|-----------------|----------|-----------------|----------|-------
100% 0.050     4 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
100% 0.050    16 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
100% 0.050    64 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
100% 0.050   124 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
 75% 0.038     4 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
 75% 0.038    16 |            20 | 0.1500 to 0.4375     |          0.2375 |   0.3125 |          0.3562 |   0.3081 | 0.0740
 75% 0.038    64 |            20 | 0.7500 to 0.8594     |          0.7844 |   0.7969 |          0.8102 |   0.7994 | 0.0271
 75% 0.038   124 |            20 | 0.8742 to 0.9290     |          0.8976 |   0.9008 |          0.9125 |   0.9032 | 0.0160
 50% 0.025     4 |            20 | 0.1000 to 0.4000     |          0.1500 |   0.2000 |          0.3000 |   0.2250 | 0.0851
 50% 0.025    16 |            20 | 0.6125 to 0.7875     |          0.6781 |   0.7000 |          0.7375 |   0.7028 | 0.0444
 50% 0.025    64 |            20 | 0.8984 to 0.9297     |          0.9078 |   0.9156 |          0.9211 |   0.9149 | 0.0096
 50% 0.025   124 |            20 | 0.9435 to 0.9637     |          0.9500 |   0.9544 |          0.9573 |   0.9537 | 0.0058
 25% 0.013     4 |            20 | 0.2000 to 0.4833     |          0.3125 |   0.3833 |          0.4167 |   0.3642 | 0.0831
 25% 0.013    16 |            20 | 0.7708 to 0.9083     |          0.8062 |   0.8417 |          0.8552 |   0.8352 | 0.0376
 25% 0.013    64 |            20 | 0.9312 to 0.9604     |          0.9414 |   0.9474 |          0.9529 |   0.9469 | 0.0089
 25% 0.013   124 |            20 | 0.9667 to 0.9785     |          0.9708 |   0.9739 |          0.9754 |   0.9731 | 0.0032
  0% 0.000     4 |            20 | 0.4125 to 0.6625     |          0.4594 |   0.5188 |          0.5750 |   0.5219 | 0.0745
  0% 0.000    16 |            20 | 0.8406 to 0.9156     |          0.8688 |   0.8828 |          0.8984 |   0.8816 | 0.0212
  0% 0.000    64 |            20 | 0.9492 to 0.9711     |          0.9592 |   0.9617 |          0.9650 |   0.9619 | 0.0048
  0% 0.000   124 |            20 | 0.9810 to 0.9891     |          0.9837 |   0.9853 |          0.9872 |   0.9853 | 0.0022

specificity statistics:
Nul(% max) #pval #tests | # exps        | range                | 25th percentile |   median | 75th percentile |     mean | stddev
------------------------|---------------|----------------------|-----------------|----------|-----------------|----------|-------
100% 0.050     4 |            20 | 0.9750 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   0.9975 | 0.0077
100% 0.050    16 |            20 | 0.9906 to 1.0000     |          0.9984 |   1.0000 |          1.0000 |   0.9983 | 0.0031
100% 0.050    64 |            20 | 0.9977 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   0.9999 | 0.0005
100% 0.050   124 |            20 | 0.9984 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   0.9999 | 0.0004
 75% 0.038     4 |            20 | 1.0000 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   1.0000 | 0.0000
 75% 0.038    16 |            20 | 0.9833 to 1.0000     |          0.9990 |   1.0000 |          1.0000 |   0.9975 | 0.0049
 75% 0.038    64 |            20 | 0.9927 to 1.0000     |          0.9969 |   0.9990 |          0.9990 |   0.9980 | 0.0021
 75% 0.038   124 |            20 | 0.9952 to 1.0000     |          0.9968 |   0.9978 |          0.9989 |   0.9977 | 0.0013
 50% 0.025     4 |            20 | 0.9750 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   0.9988 | 0.0056
 50% 0.025    16 |            20 | 0.9875 to 1.0000     |          0.9984 |   1.0000 |          1.0000 |   0.9978 | 0.0042
 50% 0.025    64 |            20 | 0.9938 to 0.9984     |          0.9953 |   0.9969 |          0.9984 |   0.9967 | 0.0014
 50% 0.025   124 |            20 | 0.9911 to 1.0000     |          0.9940 |   0.9960 |          0.9978 |   0.9958 | 0.0025
 25% 0.013     4 |            20 | 0.9500 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   0.9975 | 0.0112
 25% 0.013    16 |            20 | 0.9625 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   0.9969 | 0.0098
 25% 0.013    64 |            20 | 0.9906 to 1.0000     |          0.9938 |   0.9969 |          0.9977 |   0.9961 | 0.0032
 25% 0.013   124 |            20 | 0.9903 to 1.0000     |          0.9935 |   0.9968 |          0.9984 |   0.9964 | 0.0027
  0% 0.000     4 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
  0% 0.000    16 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
  0% 0.000    64 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
