  ELAPSED TIME: 2:45:07.863055 Simulations Completed

WRITTEN: 2017-07-10:

  RANDOM SEED = 0x7d4bd5ef = 2,102,121,967
alpha(0.05) method(fdr_bh)
SETTINGS AND GO-DAG VERSION:
    Multitest Params: alpha(0.05) method(fdr_bh)
    GO-DAG version:   go-basic.obo: fmt(1.2) rel(2017-06-30) 48,928 GO Terms

ASSOCIATION INFORMATION:
    GOC Validation Date: 05/19/2017 $
    Submission Date: 5/19/2017
    gaf-version: 2.0
    Project_name: Mouse Genome Informatics (MGI)
    URL: http://www.informatics.jax.org/
    Contact Email: mgi-help@jax.org
    Funding: NHGRI of US National Institutes of Health
    software version: $Revision$
    date: 05/18/2017 $

18,647 GENES  IN ASSOCIATION
17,276 GO IDs IN ASSOCIATION
18,647 GENES  IN POPULATION
22,025 population genes (user)
18,647 population genes in assc.
   85% population genes coverage in assc.
   124 study genes (user)
   124 study genes in assc.
16,305 population genes - study buffer

TITLE: Rand Assc: NTN Orig
SIMULATION PARAMETERS:
    randomize_truenull_assc rand_noprune_enriched_ntn1
    perc_nulls      [100, 75, 50, 25, 0]
    num_genes_list  [4, 16, 64, 124]
    num_experiments 20
    num_sims        20


Summary of mean values and standard errors  for 20 sets of experiments

nul% #tests          fdr_actual         sensitivity         specificity        pos_pred_val        neg_pred_val
---- ------ ------------------- ------------------- ------------------- ------------------- -------------------
100%     4 0.0025 +/-0.000000 0.0000 +/-0.000000 0.9988 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 
100%    16 0.0050 +/-0.000000 0.0000 +/-0.000000 0.9992 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 
100%    64 0.0050 +/-0.000000 0.0000 +/-0.000000 0.9995 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 
100%   124 0.0075 +/-0.000000 0.0000 +/-0.000000 0.9998 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 
 75%     4 0.0088 +/-0.000000 0.0175 +/-0.000000 0.9942 +/-0.000000 0.0088 +/-0.000000 0.7544 +/-0.000000 
 75%    16 0.0474 +/-0.000000 0.9269 +/-0.000000 0.9788 +/-0.000000 0.9101 +/-0.000000 0.9800 +/-0.000000 
 75%    64 0.1066 +/-0.000000 0.9986 +/-0.000000 0.9568 +/-0.000000 0.8934 +/-0.000000 0.9995 +/-0.000000 
 75%   124 0.1321 +/-0.000000 0.9999 +/-0.000000 0.9471 +/-0.000000 0.8679 +/-0.000000 1.0000 +/-0.000000 
 50%     4 0.0083 +/-0.000000 0.8300 +/-0.000000 0.9900 +/-0.000000 0.8267 +/-0.000000 0.9125 +/-0.000000 
 50%    16 0.0301 +/-0.000000 0.9975 +/-0.000000 0.9647 +/-0.000000 0.9699 +/-0.000000 0.9977 +/-0.000000 
 50%    64 0.0764 +/-0.000000 1.0000 +/-0.000000 0.9141 +/-0.000000 0.9236 +/-0.000000 1.0000 +/-0.000000 
 50%   124 0.0951 +/-0.000000 1.0000 +/-0.000000 0.8927 +/-0.000000 0.9049 +/-0.000000 1.0000 +/-0.000000 
 25%     4 0.0056 +/-0.000000 0.9575 +/-0.000000 0.9775 +/-0.000000 0.9844 +/-0.000000 0.9212 +/-0.000000 
 25%    16 0.0190 +/-0.000000 0.9992 +/-0.000000 0.9369 +/-0.000000 0.9810 +/-0.000000 0.9980 +/-0.000000 
 25%    64 0.0361 +/-0.000000 1.0000 +/-0.000000 0.8855 +/-0.000000 0.9639 +/-0.000000 1.0000 +/-0.000000 
 25%   124 0.0471 +/-0.000000 1.0000 +/-0.000000 0.8501 +/-0.000000 0.9529 +/-0.000000 1.0000 +/-0.000000 
  0%     4 0.0000 +/-0.000000 0.9781 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 
  0%    16 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 
  0%    64 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 
  0%   124 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 1.0000 +/-0.000000 0.0000 +/-0.000000 


fdr_actual statistics:
Nul(% max) #pval #tests | # exps        | range                | 25th percentile |   median | 75th percentile |     mean | stddev
------------------------|---------------|----------------------|-----------------|----------|-----------------|----------|-------
100% 0.050     4 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0000 |   0.0025 | 0.0112
100% 0.050    16 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0000 |   0.0050 | 0.0154
100% 0.050    64 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0000 |   0.0050 | 0.0154
100% 0.050   124 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0000 |   0.0075 | 0.0183
 75% 0.038     4 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0250 |   0.0088 | 0.0147
 75% 0.038    16 |            20 | 0.0200 to 0.0900     |          0.0300 |   0.0462 |          0.0581 |   0.0474 | 0.0189
 75% 0.038    64 |            20 | 0.0849 to 0.1530     |          0.0961 |   0.1059 |          0.1126 |   0.1066 | 0.0149
 75% 0.038   124 |            20 | 0.1109 to 0.1625     |          0.1225 |   0.1349 |          0.1383 |   0.1321 | 0.0135
 50% 0.025     4 |            20 | 0.0000 to 0.0500     |          0.0000 |   0.0000 |          0.0042 |   0.0083 | 0.0160
 50% 0.025    16 |            20 | 0.0056 to 0.0622     |          0.0200 |   0.0267 |          0.0369 |   0.0301 | 0.0163
 50% 0.025    64 |            20 | 0.0551 to 0.0911     |          0.0709 |   0.0770 |          0.0828 |   0.0764 | 0.0096
 50% 0.025   124 |            20 | 0.0788 to 0.1101     |          0.0903 |   0.0940 |          0.0996 |   0.0951 | 0.0079
 25% 0.013     4 |            20 | 0.0000 to 0.0250     |          0.0000 |   0.0000 |          0.0125 |   0.0056 | 0.0076
 25% 0.013    16 |            20 | 0.0000 to 0.0412     |          0.0115 |   0.0190 |          0.0256 |   0.0190 | 0.0108
 25% 0.013    64 |            20 | 0.0269 to 0.0557     |          0.0317 |   0.0368 |          0.0381 |   0.0361 | 0.0064
 25% 0.013   124 |            20 | 0.0397 to 0.0564     |          0.0446 |   0.0469 |          0.0493 |   0.0471 | 0.0036
  0% 0.000     4 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
  0% 0.000    16 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
  0% 0.000    64 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
  0% 0.000   124 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000

sensitivity statistics:
Nul(% max) #pval #tests | # exps        | range                | 25th percentile |   median | 75th percentile |     mean | stddev
------------------------|---------------|----------------------|-----------------|----------|-----------------|----------|-------
100% 0.050     4 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
100% 0.050    16 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
100% 0.050    64 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
100% 0.050   124 |            20 | 0.0000 to 0.0000     |          0.0000 |   0.0000 |          0.0000 |   0.0000 | 0.0000
 75% 0.038     4 |            20 | 0.0000 to 0.1000     |          0.0000 |   0.0000 |          0.0500 |   0.0175 | 0.0294
 75% 0.038    16 |            20 | 0.8500 to 1.0000     |          0.9062 |   0.9250 |          0.9625 |   0.9269 | 0.0414
 75% 0.038    64 |            20 | 0.9938 to 1.0000     |          0.9969 |   1.0000 |          1.0000 |   0.9986 | 0.0019
 75% 0.038   124 |            20 | 0.9984 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   0.9999 | 0.0004
 50% 0.025     4 |            20 | 0.6750 to 1.0000     |          0.8000 |   0.8000 |          0.8625 |   0.8300 | 0.0814
 50% 0.025    16 |            20 | 0.9938 to 1.0000     |          0.9938 |   1.0000 |          1.0000 |   0.9975 | 0.0031
 50% 0.025    64 |            20 | 1.0000 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   1.0000 | 0.0000
 50% 0.025   124 |            20 | 1.0000 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   1.0000 | 0.0000
 25% 0.013     4 |            20 | 0.9000 to 1.0000     |          0.9333 |   0.9583 |          0.9833 |   0.9575 | 0.0299
 25% 0.013    16 |            20 | 0.9917 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   0.9992 | 0.0022
 25% 0.013    64 |            20 | 1.0000 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   1.0000 | 0.0000
 25% 0.013   124 |            20 | 1.0000 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   1.0000 | 0.0000
  0% 0.000     4 |            20 | 0.9375 to 1.0000     |          0.9719 |   0.9875 |          0.9875 |   0.9781 | 0.0162
  0% 0.000    16 |            20 | 1.0000 to 1.0000     |          1.0000 |   1.0000 |          1.0000 |   1.0000 | 0.0000
